Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/courses,16570,0,1800.0,1891.8104805529777,341.04751799895894,7676.259981002659,883.0,27.642206020489397,0.0,1800,2100,2300,2400,2800,3200,3600,3900,5000,6100,7700
GET,GET /api/exam-sheets,10030,0,1700.0,1783.8894746126475,272.54968701163307,5525.425109997741,2253.9859421734795,16.732125913428405,0.0,1700,1900,2100,2200,2600,3000,3400,3800,4800,5300,5500
GET,GET /api/exam-sheets (progress),7871,0,1700.0,1775.8438722708206,202.15849799569696,5379.688057990279,2253.9973319781475,13.130464911724324,0.0,1700,2000,2100,2200,2600,2900,3400,3700,4700,5400,5400
GET,GET /api/exam-sheets (setup),1000,0,3300.0,8474.822277615613,742.7526009996654,45849.17670401046,2253.886,1.6682079674405188,0.0,3300,3500,3800,4400,42000,43000,44000,45000,46000,46000,46000
GET,GET /api/exams,13512,0,1700.0,1759.4978222271677,298.17755799740553,6465.764441003557,818.0,22.54082605605629,0.0,1700,1900,2100,2200,2600,3000,3500,3800,4800,6100,6500
GET,GET /api/exams (setup),1000,0,18000.0,22133.651844716886,715.3505750029581,50055.389414003,818.0,1.6682079674405188,0.0,18000,31000,32000,38000,43000,44000,47000,47000,50000,50000,50000
GET,GET /api/exams/{id},13564,0,1700.0,1730.818835697554,168.67346499930136,5611.227200002759,271.32925390740195,22.6275728703632,0.0,1700,1900,2100,2200,2600,2900,3300,3600,4700,5500,5600
GET,GET /api/final-results,3468,0,1700.0,1745.862692440518,284.3757549999282,5294.543967000209,2958.0,5.78534523108372,0.0,1700,1900,2100,2200,2600,2900,3300,3700,4700,5300,5300
GET,GET /api/questions,10009,0,1200.0,1285.794985858195,297.69051499897614,4628.553062007995,6742.45588969927,16.697093546112153,0.0,1200,1400,1500,1600,1900,2200,2600,2900,3600,4500,4600
GET,GET /api/questions (setup),1000,0,2100.0,2387.161524348949,589.8719819961116,42017.3545860016,6742.042,1.6682079674405188,0.0,2100,2600,3000,3100,3600,4000,5100,5300,42000,42000,42000
GET,GET /api/questions (switch),3922,0,1200.0,1268.1278585336063,304.31667499942705,5766.416774989921,6742.006884242734,6.542711648301715,0.0,1200,1400,1500,1600,1800,2100,2500,2700,3600,5800,5800
GET,GET /api/student-responses,6700,0,2600.0,2655.120420562984,379.0025969938142,7359.628038000665,19878.92776119403,11.176993381851476,0.0,2600,2900,3000,3200,3500,4000,4600,4900,6000,7400,7400
GET,GET /api/student-responses (load sheet),17109,0,2600.0,2765.7773381298043,364.25006100034807,8241.61666398868,19878.640130925243,28.541370114939838,0.0,2600,2900,3200,3300,3900,4400,5000,5400,6700,7800,8200
GET,GET /api/students,6685,0,2700.0,2758.691900851946,791.1722540011397,8109.48721699242,13022.0,11.15197026233987,0.0,2700,3000,3100,3300,3700,4100,4700,5100,6300,8100,8100
POST,POST /api/authenticate,1000,0,32000.0,32514.898443814156,8064.632269000867,55306.56287899183,655.0,1.6682079674405188,0.0,32000,40000,46000,49000,51000,54000,55000,55000,55000,55000,55000
PUT,PUT /api/student-responses (grade),15731,0,2100.0,2144.8909617772447,373.8831380032934,6371.6674739989685,396.3306210666836,26.2425795358068,0.0,2100,2300,2500,2700,3000,3400,3900,4200,5400,6400,6400
,Aggregated,129171,0,1900.0,2455.419337377248,168.67346499930136,55306.56287899183,5813.588258974538,215.48409136225925,0.0,1900,2300,2500,2700,3200,3800,5000,21000,50000,55000,55000
