Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/courses,7273,0,4,18.414064381808075,3.0349180015036836,1404.4736249925336,883.0,12.138667600668274,0.0,4,7,11,15,40,56,100,270,920,1400,1400
GET,GET /api/exam-sheets,4411,0,4,13.19715081561297,3.5089040029561147,1553.8676290016156,2253.9353888007254,7.361977558991854,0.0,4,5,5,6,8,10,59,310,1100,1600,1600
GET,GET /api/exam-sheets (progress),3345,0,4,9.863313596062424,3.3903750008903444,919.3166210025083,2254.021524663677,5.582819073867094,0.0,4,5,5,6,7,10,32,140,720,920,920
GET,GET /api/exam-sheets (setup),200,0,540.0,766.9759252597578,3.960764006478712,3975.149798003258,2254.075,0.33380084148682176,0.0,550,770,900,1000,1400,2200,4000,4000,4000,4000,4000
GET,GET /api/exams,5836,0,5,10.805273037627437,3.8770130049670115,1209.038742003031,818.0,9.740308554585459,0.0,5,6,6,7,9,11,31,180,720,1200,1200
GET,GET /api/exams (setup),200,0,720.0,1332.9356594802812,43.911362008657306,4858.224067007541,818.0,0.33380084148682176,0.0,730,890,2200,2700,4000,4400,4400,4900,4900,4900,4900
GET,GET /api/exams/{id},5788,0,3,9.317352888273614,2.6394949964014813,1342.9561130033107,271.3393227366966,9.660196352628622,0.0,3,4,4,4,6,9,31,170,820,1300,1300
GET,GET /api/final-results,1457,0,4,10.18800973050578,3.403505004826002,1117.5325789954513,2958.0,2.4317391302314966,0.0,4,5,5,6,7,9,17,120,1100,1100,1100
GET,GET /api/questions,4317,0,5,9.756513595733578,3.8157520029926673,1039.200612998684,6742.306694463748,7.205091163493048,0.0,5,5,6,6,8,11,26,120,690,1000,1000
GET,GET /api/questions (setup),200,0,520.0,572.3760456743912,11.794013000326231,1989.914025994949,6742.525,0.33380084148682176,0.0,530,680,790,810,1100,1100,1200,2000,2000,2000,2000
GET,GET /api/questions (switch),1611,0,5,8.801534582455302,3.762549997190945,1008.4632060024887,6742.290502793296,2.688765778176349,0.0,5,5,6,6,8,10,19,75,730,1000,1000
GET,GET /api/student-responses,2977,0,11,20.484462415310375,8.627873001387343,1746.9854000082705,19878.822640241855,4.968625525531342,0.0,11,13,14,15,19,25,74,280,1100,1700,1700
GET,GET /api/student-responses (load sheet),7022,0,12,37.98153902658302,8.79334399360232,1831.4955580135575,19878.743093135858,11.719747544602312,0.0,12,13,14,16,21,60,490,920,1500,1800,1800
GET,GET /api/students,2857,0,8,22.97503646426035,5.631110994727351,1378.2230250071734,13022.0,4.768345020639249,0.0,8,11,15,20,44,61,110,270,1200,1400,1400
POST,POST /api/authenticate,200,0,12000.0,10463.940649460124,2728.7881759984884,15822.915384007501,655.0,0.33380084148682176,0.0,12000,13000,13000,14000,15000,15000,16000,16000,16000,16000,16000
PUT,PUT /api/student-responses (grade),6683,0,52,62.770202379962555,24.120290006976575,1197.9986570077017,397.12225048630853,11.15395511828215,0.0,52,62,69,74,90,110,160,280,830,1200,1200
,Aggregated,54377,0,6,70.86320685834863,2.6394949964014813,15822.915384007501,5797.413152619673,90.75544178764454,0.0,6,11,14,21,53,83,380,800,13000,15000,16000
